Unnamed: 0,Crop,Temperature,Humidity,Rainfall,Label_N_binned,Label_P_binned,Label_K_binned
81,rice,25.42977518,82.94682591,195.3574542,2,1,2
82,rice,26.40323239,81.05635517,223.3671883,2,2,2
83,rice,26.04371967,84.96907151,186.7536773,2,1,2
84,rice,25.2827223,80.54372813,220.1156708,2,2,2
85,rice,22.08576562,83.47038318,231.7364957,2,2,2
86,rice,23.28617173,81.43321641,242.3170629,2,1,2
87,rice,25.48591986,81.40633547,182.6549356,2,1,2
88,rice,23.67575393,81.03569343,233.7034975,2,2,2
89,rice,20.82477109,84.1341879,230.2242223,3,1,2
90,rice,26.92995077,81.91411159,290.6793783,3,2,2
91,rice,23.83509503,83.88387074,241.2013513,3,1,2
92,rice,26.52872817,80.12267476,218.9163567,2,1,2
93,rice,26.46428311,83.85642678,248.2256491,2,1,2
94,rice,22.69657794,82.81088865,256.9964761,2,2,2
95,rice,22.68319059,83.46358271,194.2651719,3,1,2
96,rice,21.53346343,82.14004101,295.9248796,3,1,2
97,rice,21.40865769,83.3293191,287.5766935,2,2,2
98,rice,26.54348085,84.67353597,183.6222657,2,1,2
99,rice,23.35905428,83.59512273,188.413665,2,1,2
100,maize,22.61359953,63.69070564,87.75953857,2,2,0
101,maize,26.10018422,71.57476937,102.2662445,2,1,0
102,maize,23.55882094,71.59351368,66.71995467,2,1,0
103,maize,19.97215954,57.68272924,60.65171481,2,2,1
104,maize,18.47891261,62.69503871,65.43835393,2,1,1
105,maize,21.77689322,57.80840636,102.0861694,2,1,0
106,maize,25.6217169,66.50415474,105.4654703,3,1,0
107,maize,25.19192419,66.6902901,78.06639649,3,2,0
108,maize,20.41683147,62.5542482,65.27798457,2,1,0
109,maize,24.92162194,66.78627406,109.2162279,2,2,1
110,maize,23.31689124,73.4541537,94.29712821,2,1,0
111,maize,24.84016732,68.3584573,74.05474936,3,1,1
112,maize,22.27526694,58.84015925,63.87020584,2,2,0
113,maize,18.87751445,65.76816093,94.76189431,3,1,0
114,maize,25.19008683,60.2001687,72.12375573,2,2,1
115,maize,18.25405352,55.28220433,63.72358154,2,2,1
116,maize,24.6129118,70.4162444,104.1626147,2,1,0
117,maize,25.1420613,65.26185135,76.68456006,2,1,0
118,maize,23.09348056,60.1159381,65.49730729,2,2,0
119,maize,18.05033737,62.89366992,84.23613484,2,2,0
120,maize,24.9321581,73.80435276,79.74078719,2,2,1
121,maize,18.14710054,71.09445342,88.07753741,3,1,0
122,maize,18.28362235,66.65952796,80.97573281,2,2,1
123,maize,18.83344471,58.75082029,79.7532896,2,1,1
124,maize,25.71895816,67.22190688,74.51490791,3,1,0
125,maize,25.33797709,68.49835977,96.46380213,2,2,0
126,maize,23.89114571,57.48775781,102.8301942,3,1,0
127,maize,21.53574127,71.50905983,102.4852929,2,1,0
128,maize,23.08974909,63.10459626,70.43473609,2,1,1
129,maize,25.61707368,63.4711755,108.8303762,3,2,1
130,maize,21.44526922,63.1621551,65.88951188,3,1,1
131,maize,18.51816776,55.53128131,90.988051,2,1,0
132,maize,22.53510514,67.99257471,64.40866039,2,2,1
133,maize,23.02038334,61.89472002,63.03843397,2,1,1
134,maize,24.89364635,65.61418761,87.9298085,2,1,1
135,maize,25.77175115,74.089114,107.4931917,3,1,1
136,maize,19.39851734,62.35750641,60.95197486,2,2,0
137,maize,21.54156232,59.64024162,109.7515385,3,2,1
138,maize,23.79746068,74.82913698,91.76337172,3,1,0
139,maize,18.9802729,74.52600826,94.26249353,2,2,0
140,maize,24.10859207,73.13112261,71.07562236,3,2,0
141,maize,24.7947077,70.04556743,76.72860067,2,1,1
142,maize,21.63162756,60.27766379,69.21803098,2,1,0
143,maize,25.37548751,57.21025565,101.7004306,3,2,0
144,maize,22.21738222,72.85462807,106.6213157,2,2,1
145,maize,20.58314011,69.00128641,66.29390357,3,1,1
146,maize,24.87502824,68.74248334,91.26056654,2,2,0
147,maize,20.03728219,56.35606753,109.024141,2,2,0
148,maize,25.95263264,61.89082199,99.57981207,2,1,1
149,maize,19.28889933,65.47050802,71.3195307,2,1,0
150,maize,20.57981887,65.34583901,78.34604471,3,1,1
151,maize,24.71417533,56.73426469,88.45361858,2,1,1
152,maize,20.27317074,63.91281869,62.50351892,3,2,1
153,maize,18.41932981,64.23580251,76.41312437,2,1,0
154,maize,23.39128187,61.74427165,107.3198135,3,2,0
155,maize,19.84939404,61.24500053,100.7689246,3,1,1
156,maize,21.869274,61.91044947,107.2681929,2,1,1
157,maize,22.8056033,56.50768935,101.5952794,2,2,0
158,maize,19.0781471,69.02298571,80.72515943,2,1,1
159,maize,22.02720976,65.35549924,83.73280082,2,1,0
160,maize,23.80546189,59.24537979,89.9622014,2,1,1
161,maize,18.52510753,69.0276233,88.10234397,2,2,1
162,maize,23.50297882,61.32026065,64.77791424,2,2,1
163,maize,26.54986394,72.89187265,73.33636055,3,1,1
164,maize,19.29563411,69.63481219,83.21030571,2,1,0
165,maize,20.68899915,59.4375337,103.651438,2,2,0
166,maize,19.32666088,68.034493,84.22969177,2,1,1
167,maize,24.60532218,73.58868502,96.59195302,2,1,1
168,maize,22.27373646,59.52193158,67.96704792,2,1,1
169,maize,25.70196694,61.33450447,83.20711308,3,2,1
170,maize,19.20129357,68.30578978,87.85092352,3,1,0
171,maize,21.70181447,60.47470519,95.71388473,2,1,1
172,maize,20.51716779,59.21235483,67.61013737,3,1,0
173,maize,23.30355338,73.62548442,97.59081274,3,1,0
174,maize,24.2547451,55.64709899,64.23845455,2,1,1
175,maize,24.86374934,65.7420046,75.82270467,2,2,0
176,maize,22.6265115,65.77472881,88.17251033,2,1,1
177,maize,18.04185513,60.61494304,104.2321615,2,1,1
178,maize,23.26237612,72.33125523,67.10225139,2,1,1
179,maize,22.88330922,71.59722446,67.72777298,3,1,1
180,maize,25.97482359,69.36385721,103.2234212,3,2,1
181,maize,26.14384005,66.20569924,107.2361366,2,1,0
182,maize,18.66116213,61.55327249,75.03247667,2,2,1
183,maize,25.10787449,55.97732754,78.16077693,2,2,0
184,maize,23.33844615,59.24580604,105.0083144,2,2,0
185,maize,25.08239719,65.92195844,62.49190812,3,1,0
186,maize,25.36768364,72.52054555,107.9124111,2,2,1
187,maize,25.34217103,63.31801994,74.52082026,2,1,1
188,maize,25.00933355,67.816568,62.91359494,2,2,0
189,maize,18.66746724,71.516474,69.93293255,3,2,1
190,maize,20.37999665,63.73849998,108.5054416,2,2,0
191,maize,18.09300227,72.61024172,78.96159541,3,2,0
192,maize,26.16985907,71.96246617,79.84925393,2,2,0
193,maize,18.65396672,61.37879671,93.62039175,3,1,1
194,maize,26.07470121,59.37147589,85.75692395,2,2,1
195,maize,18.92851916,72.80086137,82.34162918,3,2,1
196,maize,23.30546753,63.24648023,108.7603001,2,1,1
197,maize,18.74826712,62.49878458,70.23401597,2,2,0
198,maize,19.74213321,59.66263104,65.50861389,2,2,1
199,maize,25.73044432,70.74739256,98.73771338,2,2,0
200,chickpea,17.02498456,16.98861173,88.55123143,2,3,3
201,chickpea,19.02061277,17.13159126,79.92698081,1,3,3
202,chickpea,17.88776475,15.40589717,68.54932919,2,2,3
203,chickpea,18.86805647,15.65809214,88.51048983,1,3,3
204,chickpea,18.36952567,19.56381041,79.26357665,1,2,3
205,chickpea,20.45078582,15.40312102,92.68373702,1,3,3
206,chickpea,20.6543203,16.60820843,74.6631118,2,3,3
207,chickpea,17.3348681,18.74926979,82.61734721,2,3,3
208,chickpea,18.17912258,18.90426935,81.84997529,2,2,3
209,chickpea,18.01272266,18.30968112,81.98568791,1,3,3
210,chickpea,20.99373558,19.33470387,93.55280105,2,2,3
211,chickpea,19.46233971,15.22538951,74.58565097,2,2,3
212,chickpea,19.81344531,14.69765308,78.96514709,2,2,3
213,chickpea,18.97424756,19.5161216,80.7108745,1,2,3
214,chickpea,18.19737048,14.71070537,70.18185181,1,2,3
215,chickpea,18.72963144,19.18197264,71.58010169,1,3,3
216,chickpea,20.99502153,19.8601304,73.50734019,2,2,3
217,chickpea,20.28155898,16.39535215,82.52339655,2,3,3
218,chickpea,17.48042641,15.7559405,66.96980581,1,3,3
219,chickpea,20.88818675,14.32313811,90.46228334,1,3,3
220,chickpea,17.08498521,16.14565756,71.31007253,1,3,3
221,chickpea,20.09340593,15.11279612,85.74904898,1,3,3
222,chickpea,17.57212145,14.99927489,89.31050665,1,3,3
223,chickpea,19.12065218,18.43475844,85.52950164,2,3,3
224,chickpea,18.57665902,19.22008229,72.94940441,2,2,3
225,chickpea,17.16606398,14.42457525,72.32667516,1,2,3
226,chickpea,18.2872007,16.67921616,74.87445574,1,2,3
227,chickpea,19.03025305,18.66725565,94.70992037,2,2,3
228,chickpea,17.1418614,17.0662427,83.74606679,2,3,3
229,chickpea,17.47809436,17.93253975,78.92060234,2,3,3
230,chickpea,20.56601874,14.25803981,83.75937135,1,3,3
231,chickpea,17.22385224,15.82069268,76.57580954,2,3,3
232,chickpea,19.69141713,19.44225438,91.76071648,1,2,3
233,chickpea,17.84851658,19.09172907,76.32470713,1,3,3
234,chickpea,18.8202251,16.1074793,89.73119396,1,3,3
235,chickpea,17.47500984,16.54314829,93.35034262,1,2,3
236,chickpea,18.72649425,17.58406365,81.20176515,2,2,3
237,chickpea,18.65580107,16.17772668,81.70769297,2,2,3
238,chickpea,18.2356751,19.68538502,83.74879344,2,3,3
239,chickpea,18.81198127,15.21618225,77.5429424,2,2,3
240,chickpea,18.65054116,17.80852431,77.92798682,2,2,3
241,chickpea,20.36720401,16.89574311,82.2545577,2,2,3
242,chickpea,18.38120357,16.63805158,70.52056697,1,3,3
243,chickpea,17.17012591,17.30457712,72.78624223,2,3,3
244,chickpea,19.37101121,15.77458129,85.24819851,1,2,3
245,chickpea,17.92845928,14.27327988,85.37378769,1,2,3
246,chickpea,19.45339934,18.23490739,75.6317566,2,2,3
247,chickpea,19.12829388,14.92241479,89.61857826,1,3,3
248,chickpea,19.1034283,17.26184541,75.49101167,2,2,3
249,chickpea,17.48504075,16.96070581,86.05078037,2,3,3
250,chickpea,19.40751744,18.98030507,80.25064637,2,3,3
251,chickpea,20.18649426,19.63719995,78.26039559,2,3,3
252,chickpea,17.30287885,15.15405941,75.57790384,1,2,3
253,chickpea,17.50361137,15.48083156,72.9446671,1,3,3
254,chickpea,18.17234999,14.70085967,90.7760707,0,2,3
255,chickpea,17.57445618,16.71826572,77.81891424,2,2,3
256,chickpea,20.93175255,18.91295403,78.06910795,2,2,3
257,chickpea,19.71098332,17.63879418,85.57925437,2,3,3
258,chickpea,19.07937684,17.86754927,69.40619137,2,3,3
259,chickpea,18.54988627,16.02542689,76.32565249,0,3,3
260,chickpea,18.19903647,17.41333199,80.6405403,1,2,3
261,chickpea,18.88852533,14.99451145,80.1113384,2,3,3
262,chickpea,18.49311205,14.72115044,91.94595352,2,3,3
263,chickpea,19.48974337,17.17260319,87.51312796,1,2,3
264,chickpea,17.25769499,18.74943955,94.00287214,2,3,3
265,chickpea,19.62416326,18.71483156,88.4585692,1,3,3
266,chickpea,20.67526473,19.85388984,84.78344008,2,2,3
267,chickpea,20.02381489,16.63294455,68.97806542,2,3,3
268,chickpea,20.1187446,14.44228303,88.68168643,2,2,3
269,chickpea,20.65691793,15.84572566,65.23811143,1,3,3
270,chickpea,19.2582557,14.2804191,65.78042032,2,3,3
271,chickpea,17.927806,15.85622899,74.63872762,1,3,3
272,chickpea,19.16288268,15.83500655,82.69766829,1,3,3
273,chickpea,20.26942271,19.96978871,69.64449182,1,3,3
274,chickpea,17.09104223,18.25142068,87.27444866,2,2,3
275,chickpea,17.06579293,17.54024066,70.87150577,1,3,3
276,chickpea,20.62767492,14.44008871,92.06630306,1,3,3
277,chickpea,20.8248451,17.85057083,79.20509212,1,3,3
278,chickpea,19.46210401,18.72831993,68.81405149,1,3,3
279,chickpea,17.18248372,16.42891834,72.85017344,2,3,3
280,chickpea,17.48911699,16.39055394,79.45758333,2,2,3
281,chickpea,17.48395377,14.76014523,65.11365631,2,3,3
282,chickpea,19.48316794,17.44534641,80.4986291,1,2,3
283,chickpea,19.71359733,18.09665739,73.64476535,2,3,3
284,chickpea,19.48649305,16.06240074,81.5284269,2,2,3
285,chickpea,19.95264829,14.82633099,88.6810311,2,3,3
286,chickpea,19.41789736,16.80472243,68.4951189,1,3,3
287,chickpea,19.45591848,18.02235902,78.44910564,2,2,3
288,chickpea,20.19137759,16.41998269,77.33795356,2,2,3
289,chickpea,18.8392908,14.74071856,94.78189594,1,2,3
290,chickpea,20.71219282,19.83643308,94.03659867,2,2,3
291,chickpea,18.99424448,15.9362937,78.69707199,2,2,3
292,chickpea,19.96837462,15.57324389,69.15759062,2,3,3
293,chickpea,17.81564548,17.60756635,90.82097601,1,2,3
294,chickpea,20.71424384,15.27824066,76.77888672,1,2,3
295,chickpea,17.34150229,18.75626255,67.9545435,2,2,3
296,chickpea,17.43732714,14.33847406,73.0926704,2,2,3
297,chickpea,18.89780215,19.76182946,69.09512477,1,2,3
298,chickpea,18.59190771,14.77959596,89.60982451,2,2,3
299,chickpea,18.31561493,15.36143547,81.78710463,2,3,3
300,kidneybeans,17.13692774,20.59541693,128.256862,0,2,1
301,kidneybeans,19.63474332,18.90705639,106.3598183,1,3,0
302,kidneybeans,22.91350245,21.33953114,109.225556,1,2,1
303,kidneybeans,16.43340342,24.24045875,140.3717815,2,2,0
304,kidneybeans,22.13974653,23.02251117,76.64128258,0,2,1
305,kidneybeans,17.84806561,18.77621951,143.0984171,1,2,1
306,kidneybeans,19.88394011,20.31564139,60.91974792,0,2,1
307,kidneybeans,19.32509638,23.3334788,104.7783947,1,3,0
308,kidneybeans,18.4167001,23.42829938,132.9801054,0,2,0
309,kidneybeans,21.81167649,23.20591245,130.0608093,1,2,1
310,kidneybeans,19.72702528,18.28173015,143.7630894,1,2,1
311,kidneybeans,17.15432954,19.87070659,87.99669731,1,2,0
312,kidneybeans,19.62207826,18.67170854,144.1567454,1,3,0
313,kidneybeans,21.63149148,21.17919701,134.3649948,1,2,1
314,kidneybeans,16.06522754,18.72479695,88.06638775,0,3,1
315,kidneybeans,20.61162204,24.36314135,69.63833855,0,3,1
316,kidneybeans,21.42451099,20.39659714,116.5206923,1,3,0
317,kidneybeans,19.07096165,21.21092266,86.21917578,1,3,0
318,kidneybeans,21.18853178,19.63438599,137.1948633,0,2,1
319,kidneybeans,23.0429097,22.42610972,108.3684316,1,2,1
320,kidneybeans,20.65375833,23.10538637,67.71768947,0,3,0
321,kidneybeans,18.09551014,18.29318436,144.7902323,0,2,1
322,kidneybeans,18.23775702,21.07643273,69.44951585,1,3,0
323,kidneybeans,17.48189735,18.8251973,121.9401369,2,2,1
324,kidneybeans,19.9191786,21.47324158,82.68554379,0,3,0
325,kidneybeans,20.27514686,23.2353604,139.7521543,0,3,1
326,kidneybeans,15.77370214,19.2303162,108.3441414,1,2,0
327,kidneybeans,16.71170642,19.17651433,96.77285817,1,3,1
328,kidneybeans,17.66148158,18.15302753,100.6711761,1,2,1
329,kidneybeans,18.50692825,23.61670065,87.0513289,0,3,1
330,kidneybeans,24.51324787,20.81527638,64.19497947,0,3,1
331,kidneybeans,18.87614998,24.54038287,105.4120514,2,3,0
332,kidneybeans,21.59343016,20.31871249,61.13872036,2,3,1
333,kidneybeans,20.12373284,24.45202552,106.158201,0,3,0
334,kidneybeans,15.43546065,18.37477907,139.0302034,0,2,1
335,kidneybeans,22.64236876,21.59396123,122.3886015,1,2,1
336,kidneybeans,21.98560799,24.87304788,129.5650601,1,2,0
337,kidneybeans,20.53052663,18.09224048,120.4509288,0,2,1
338,kidneybeans,15.78601387,21.14544088,95.17028129,1,2,1
339,kidneybeans,19.6365349,19.68751084,96.65888933,0,3,1
340,kidneybeans,20.57341244,19.7520218,87.87869161,0,3,0
341,kidneybeans,20.16080524,24.84207559,138.2362122,1,2,0
342,kidneybeans,21.53989176,24.25386207,120.6913038,1,2,1
343,kidneybeans,15.53834801,23.75560241,107.3850593,1,2,0
344,kidneybeans,19.91853092,20.70099804,108.6434544,1,2,1
345,kidneybeans,20.76952209,18.93146941,109.0193712,0,3,1
346,kidneybeans,23.46168338,23.22197648,95.84253438,0,2,0
347,kidneybeans,24.32116642,21.0278674,60.27552528,0,3,1
348,kidneybeans,20.12574053,24.96969858,100.0497183,1,2,1
349,kidneybeans,21.80619564,18.57086554,125.0972687,0,3,0
350,kidneybeans,19.52226241,24.92607153,113.334026,0,3,1
351,kidneybeans,17.00067625,19.90790546,103.2926407,0,2,1
352,kidneybeans,16.78791503,24.96881755,75.45328039,1,3,1
353,kidneybeans,24.84906168,22.89464642,62.21292186,0,3,1
354,kidneybeans,16.51783455,20.4555596,98.77794225,1,2,0
355,kidneybeans,18.15300153,19.38602098,107.6907964,1,3,0
356,kidneybeans,23.18864385,22.3104551,63.38208822,1,3,1
357,kidneybeans,23.38002569,21.98879437,87.66898664,1,2,0
358,kidneybeans,18.358923,19.37703396,138.414764,0,2,0
359,kidneybeans,19.25975367,20.51346956,94.9533526,1,2,1
360,kidneybeans,22.95458237,24.03553105,107.7315386,0,2,1
361,kidneybeans,20.120043,22.89845607,104.6252153,1,2,1
362,kidneybeans,21.14011423,22.7182355,141.6056722,0,3,1
363,kidneybeans,24.92360104,18.22590825,62.7089169,2,3,0
364,kidneybeans,15.33042636,24.91506728,135.3315583,1,3,1
365,kidneybeans,18.81097271,21.27833035,125.084915,1,2,0
366,kidneybeans,23.44260668,22.77255917,107.4137246,0,3,0
367,kidneybeans,22.8352024,18.97267518,63.59276673,2,2,0
368,kidneybeans,24.9035819,22.27512704,146.4727237,0,3,0
369,kidneybeans,23.78709569,24.35679348,119.6404412,0,2,1
370,kidneybeans,22.05592283,19.60379304,126.7265372,2,2,1
371,kidneybeans,18.87492997,20.18238348,134.1811718,0,2,0
372,kidneybeans,18.62328774,23.02410338,135.3378033,0,2,1
373,kidneybeans,23.00884744,18.86880997,100.118612,1,3,1
374,kidneybeans,19.33162606,24.13995025,68.51253427,0,2,0
375,kidneybeans,16.24469193,21.35793891,66.97053257,0,3,1
376,kidneybeans,17.91652287,24.90814655,69.14681022,1,3,1
377,kidneybeans,15.46789263,21.43780702,88.88796102,1,3,0
378,kidneybeans,17.06104474,23.77201471,81.83420522,1,3,1
379,kidneybeans,21.32776028,18.48522915,109.1013261,0,2,0
380,kidneybeans,23.90910104,20.74619325,81.60211243,1,3,0
381,kidneybeans,23.89756791,22.74378977,112.6616435,0,3,1
382,kidneybeans,22.98666928,20.57940608,143.8584938,0,2,1
383,kidneybeans,21.35135729,22.91244883,146.4548645,0,2,0
384,kidneybeans,24.1638445,19.27907819,116.7324324,1,3,1
385,kidneybeans,24.62835037,18.18325169,149.7441028,1,3,0
386,kidneybeans,21.02213209,24.93896255,124.6118471,0,2,0
387,kidneybeans,17.30844532,20.01730914,115.199245,0,3,0
388,kidneybeans,23.82576704,24.75485098,84.64143632,0,2,1
389,kidneybeans,19.30607278,23.96362799,129.3449326,0,3,1
390,kidneybeans,16.03768615,22.33195853,130.3900798,0,3,1
391,kidneybeans,19.18572809,20.83398341,80.15293435,2,3,1
392,kidneybeans,19.92889503,21.79992115,64.02640797,1,3,1
393,kidneybeans,19.56376468,24.67385131,139.2921004,0,2,0
394,kidneybeans,18.31357543,24.32991649,76.14153904,0,2,0
395,kidneybeans,20.10993761,23.22323766,73.36386477,1,2,0
396,kidneybeans,23.60506572,21.90539577,100.5978728,1,2,0
397,kidneybeans,19.73136909,24.89487354,84.06354115,2,3,1
398,kidneybeans,20.93409877,21.1893007,133.1914419,1,2,0
399,kidneybeans,18.78226261,20.24768314,104.2570723,1,2,1
400,pigeonpeas,36.51268371,57.92887167,122.6539694,0,3,1
401,pigeonpeas,36.89163721,62.73178224,163.7266551,2,2,1
402,pigeonpeas,29.23540524,59.38967583,103.3301803,1,3,1
403,pigeonpeas,27.33534897,43.35795962,142.3303677,1,2,1
404,pigeonpeas,21.0643684,55.46985938,184.6226709,0,3,0
405,pigeonpeas,30.33276599,42.35249879,149.299952,1,3,1
406,pigeonpeas,31.80130272,45.03186173,147.0361442,2,3,1
407,pigeonpeas,33.18184225,38.23184742,198.8298806,2,2,0
408,pigeonpeas,29.38538562,63.47742011,90.05422663,1,2,1
409,pigeonpeas,30.27374995,67.38680755,127.7767134,2,2,1
410,pigeonpeas,35.45790488,68.75810535,108.6333046,1,2,1
411,pigeonpeas,33.80020039,40.03262418,176.6165894,0,2,0
412,pigeonpeas,28.69180475,49.47225353,96.36222901,1,3,0
413,pigeonpeas,31.24021696,56.67369054,122.0146733,0,3,1
414,pigeonpeas,28.98039357,57.23265151,120.7435664,1,3,0
415,pigeonpeas,27.32198928,34.13737127,96.51524028,2,2,0
416,pigeonpeas,21.47607807,38.80023714,180.382234,0,2,0
417,pigeonpeas,18.31910448,34.69776639,107.4721605,0,3,0
418,pigeonpeas,36.97794384,37.73992903,161.4812963,1,2,1
419,pigeonpeas,24.80467592,40.1242747,121.5639121,0,3,1
420,pigeonpeas,19.3479443,55.96805489,194.5921148,1,2,0
421,pigeonpeas,28.88302142,50.12323801,179.2155874,0,3,1
422,pigeonpeas,19.54314136,47.19188279,192.4372194,0,2,0
423,pigeonpeas,24.7741949,50.54621094,114.2821387,1,3,1
424,pigeonpeas,18.33124824,38.40975482,139.6483317,0,3,1
425,pigeonpeas,19.14729038,45.3733757,132.7748215,1,3,1
426,pigeonpeas,28.23416057,49.4421345,186.5008581,2,3,1
427,pigeonpeas,30.11812084,34.13307843,157.0858232,0,2,1
428,pigeonpeas,33.4126864,35.42910045,139.6702541,1,2,0
429,pigeonpeas,24.18553163,46.68746847,177.3377996,0,3,0
430,pigeonpeas,26.88630675,41.69617915,94.46748008,0,3,0
431,pigeonpeas,31.33170829,57.97429171,161.7820226,1,3,1
432,pigeonpeas,33.30711818,67.07780816,108.5090168,1,2,0
433,pigeonpeas,23.45379018,46.48714759,150.8712202,1,3,1
434,pigeonpeas,34.53823889,39.04468913,168.5948318,1,2,1
435,pigeonpeas,19.50112224,34.51086611,197.3752649,0,3,0
436,pigeonpeas,28.76794904,37.57792132,91.72084869,1,3,1
437,pigeonpeas,30.97758716,32.24914235,180.716828,0,2,0
438,pigeonpeas,18.39759147,36.82639309,93.12330644,0,3,0
439,pigeonpeas,35.09357419,30.98685456,116.9106908,2,2,0
440,pigeonpeas,34.93174223,30.40046769,159.2649827,0,2,0
441,pigeonpeas,29.50523036,35.72032498,187.8961851,0,2,0
442,pigeonpeas,34.51934775,47.52980027,129.0064612,0,2,0
443,pigeonpeas,28.43430726,52.10010827,147.0414824,0,3,0
444,pigeonpeas,18.41645629,34.80541039,163.2747473,0,3,0
445,pigeonpeas,31.07508973,47.19847683,91.31256412,1,3,1
446,pigeonpeas,20.89342749,46.24856523,195.5697875,1,3,1
447,pigeonpeas,30.90607799,52.79913039,170.9919828,1,2,1
448,pigeonpeas,27.9348279,66.45457122,145.3728801,0,2,1
449,pigeonpeas,35.95176642,36.52780776,136.0456753,1,2,1
